,c1,c2,r1,r2,w1,max_P,utility,inertia,reliability
0,1.3489938765230454,0.23901448557864624,1.5752154923343091,0.08357534872892142,0.026079335199661186,1.196921578963532,1.1029212443033853,0.49468013652289905,0.5633333333830038
1,1.5656086078922162,0.24043816468274745,1.8111710974169815,0.08676492507572058,0.02076860015225592,0.8539932742909166,0.90067666888237,0.6376431004703045,0.7172666665911674
2,1.2881056254978571,0.2390763047343553,1.4152625442938618,0.3420862920990886,0.00542269671983246,0.14944285508847766,0.41239810327688853,0.03030303120613098,1.0
3,1.4211394297300575,0.23901448557864624,1.9225826378785342,0.08714516245433661,0.03616567888068491,0.34281208737623203,0.6000027811527252,0.874074078425765,0.9453333334128062
4,1.3150274726719913,0.23908522531504525,1.7563765334736943,0.08249487473089144,0.03671892589390509,1.280074013944014,1.1519184116522472,0.4543434357332687,0.5261333333452543
5,1.203689984836367,0.23870804968779738,1.1719774475945128,0.08258113850474082,0.015238747975315124,1.4448510812984723,1.2504133848349253,0.3846464661384622,0.4519999997814496
6,1.390950865359978,0.24018061547929878,1.9934923467194618,0.08263647792615725,0.03979379458263543,1.6928082075891415,1.4005758849779766,0.267474747163554,0.33906666666269303
7,1.20431326204064,0.23686927988563022,1.8566807930565574,0.08120351915511259,0.06619390820232843,0.6047364216966125,0.7528284001350403,0.757710442741712,0.8287999999523162
8,1.3232748197185338,0.23906529975447646,1.9170121428467932,0.08669897770425611,0.0469118886810051,0.26063818274313677,0.5538414827982585,0.9060606105128924,0.9816666666666667
9,0.9570071419498516,0.24000128846909294,1.4269742473029297,0.08078579209439457,0.07742017680682528,2.022652665136644,1.601947952111562,0.1364309764156739,0.1896000000834465
10,1.280063024088084,0.23999748384526032,1.4839089042847666,0.3031315850169717,0.06035732303610658,0.19999357311876853,0.5102253381411235,0.030235691132644814,1.0
11,1.9697552144521902,0.2396865058115616,1.5533837211934391,0.0859576736805761,0.0063014942356949075,0.9504177553909153,0.9561292310555776,0.6056565694510937,0.6744000000258287
12,1.9697552144521902,0.2580631995767238,1.5533837211934391,0.0872249895133416,0.00635351519219524,0.34821612630454735,0.6004729906717936,0.84444444557031,0.9517333333690962
13,1.3807441956935205,0.24106443777103487,1.775153454894354,0.08101099493112433,0.040947754535242506,2.2561666403281113,1.7518059225877125,0.027744107842445374,0.08260000025232633
14,1.4889511796287118,0.24030574181940706,1.896533398514018,0.08714358539618372,0.028543553781381986,0.7707529781627055,0.8500517054398855,0.6750841776529948,0.7549333333969116
15,0.8515351807595504,0.23897682014975194,1.7184607249292647,0.0810567348936569,0.18787931459601076,0.42590236011921706,0.6500158818562826,0.8328619580715895,0.9082000000278155
16,0.7617050243153326,0.2383063577478436,1.6289597924369397,0.07171216327685469,0.1876998602457977,2.174122553269581,1.701168790658315,0.0571043772995472,0.12000000024835268
17,1.2300957353159412,0.2389849401913228,1.5182359270333001,0.08097377750252668,0.03583653760353925,1.939828780227199,1.5501463214556377,0.17676767822355033,0.22739999999602636
18,1.4952889677468402,0.17931972383517292,1.7551183144694638,0.4332832025739628,0.011283582322887047,0.09947580369360742,0.23861163725455603,0.020202020183205605,1.0
19,1.0394388406750328,0.24028729779827787,1.939215397346616,0.08072854099226531,0.09256700863798573,1.775200398793118,1.4511630316575368,0.2214814816849927,0.30173333336909614
20,0.861793934016404,0.1512273402574772,1.9534179107894944,0.08017851209449602,0.03576195042189665,0.19019105699638422,0.40142251352469127,0.6387878788262605,0.9756666666766007
21,0.4873501218613484,0.14948408673242036,1.8270564735488666,0.0777765036868919,0.02946317346906395,0.15653695632766979,0.36065807898839314,0.6645791228612264,1.0
22,0.8571608987994306,0.24032948237859741,1.8144476404603371,0.08108869543040194,0.1999275447490417,0.9498627103239179,0.9560963356494904,0.5942087549716234,0.6747333333889644
23,0.8321045899973221,0.2390388068539218,1.6936100754722956,0.08091962278483684,0.19651437667224642,0.5227097741261516,0.7057965366045634,0.7943434385210275,0.8655333334207534
24,1.0368487783458988,0.23993353957363878,1.6653608622479095,0.08019507414752053,0.08292227440741047,2.1051098503688057,1.6516077148914337,0.10343434325108926,0.1524000000456969
25,0.8642841223789701,0.24027781995536165,1.6893363105429187,0.08024124552621886,0.1745941864075034,1.623566714239605,1.3576908365885416,0.3164309782845279,0.37113333319624264
26,1.2131447521463419,0.23898553669832487,1.7855430409922506,0.08067331658089398,0.05428953306602256,1.8714168153715547,1.5039304498831432,0.2074074084808429,0.2604666665693124
27,1.0659895974276392,0.23851427780105652,1.9508015919314923,0.08188069106556177,0.11490515989936204,0.6876675302652019,0.800660138130188,0.7217508468776941,0.7920666665832201
28,0.8953722147944121,0.23990203999086174,1.7398782130682524,0.08149159836230062,0.16667589108299236,1.0318644860620658,1.0045453929901123,0.568484852463007,0.6378666665156683
29,1.5973271674414522,0.23322995330136598,1.866764028614393,0.09392719965053603,0.018298010165216448,0.21644736008133578,0.5223069636027018,0.9542087550957997,1.0
30,0.2108427233549235,0.14918002275958636,1.680645715257916,0.07970851113777738,0.0778306538191254,0.14903622120325866,0.35496659378210704,0.6428282797336579,1.0
31,0.8898629398398332,0.23858881068170748,1.7416619138377234,0.07803842140181669,0.16465175954025535,1.3624045157286018,1.2020095904668173,0.4226262638779978,0.488933333158493
32,0.8430687852112401,0.23902787474754159,1.7573331182454646,0.07860883746558804,0.21107643922110134,1.115076484254091,1.0534757121404013,0.534882159139961,0.6005999999741714
33,0.9007138462625607,0.23858881068170748,1.7416104410246274,0.07812995109337174,0.16465175954025535,1.5410540726424047,1.303188127676646,0.3564983178240558,0.41026666661103567
