0,0
1,0
2,24
3,34
4,50
5,54
6,59
7,69
8,79
9,92
10,105
11,116
12,129
13,139
14,149
15,157
16,162
17,168
18,179
19,189
20,194
21,200
22,207
23,210
24,216
25,221
26,228
27,233
28,240
29,244
30,248
31,251
32,256
33,261
34,264
35,270
36,274
37,278
38,283
39,286
40,292
41,296
42,301
43,304
44,306
45,311
46,316
47,326
48,334
49,339
50,343
51,349
52,354
53,356
54,361
55,364
56,369
57,370
58,373
59,377
60,378
61,381
62,381
63,381
64,381
65,385
66,389
67,391
68,393
69,394
70,396
71,398
72,400
73,407
74,408
75,411
76,414
77,415
78,419
79,424
80,426
81,427
82,429
83,434
84,435
85,438
86,441
87,442
88,448
89,451
90,451
91,454
92,457
93,457
94,459
95,467
96,469
97,471
98,474
99,474
100,475
101,475
102,482
103,491
104,500
105,505
106,510
107,519
108,530
109,535
110,538
111,543
112,549
113,551
114,555
115,561
116,562
117,567
118,571
119,574
120,575
121,580
122,583
123,585
124,589
125,589
126,590
127,591
128,594
129,596
130,597
131,602
132,602
133,606
134,607
135,608
136,609
137,611
138,613
139,613
140,615
141,616
142,618
143,619
144,622
145,625
146,629
147,630
148,633
149,636
150,638
151,640
152,641
153,643
154,646
155,647
156,647
157,648
158,650
159,651
160,651
161,651
162,654
163,655
164,656
165,658
166,661
167,665
168,669
169,675
170,677
171,680
172,682
173,683
174,684
175,684
176,686
177,688
178,692
179,695
180,698
181,699
182,701
183,701
184,702
185,703
186,704
187,706
188,708
189,710
190,711
191,712
192,714
193,714
194,716
195,721
196,723
197,725
198,726
199,728
200,729
201,731
202,731
203,736
204,744
205,756
206,763
207,770
208,776
209,783
210,789
211,796
212,799
213,807
214,811
215,812
216,816
217,818
218,820
219,825
220,827
221,830
222,834
223,835
224,837
225,838
226,841
227,844
228,845
229,847
230,849
231,855
232,859
233,863
234,866
235,869
236,873
237,875
238,877
239,878
240,881
241,883
242,887
243,889
244,889
245,891
246,892
247,895
248,897
249,900
250,902
251,903
252,906
253,908
254,908
255,910
256,912
257,912
258,914
259,915
260,916
261,918
262,921
263,923
264,924
265,925
266,925
267,928
268,930
269,932
270,934
271,934
272,936
273,940
274,942
275,943
276,944
277,947
278,949
279,951
280,951
281,951
282,951
283,951
284,953
285,955
286,958
287,960
288,962
289,962
290,963
291,966
292,967
293,969
294,969
295,970
296,970
297,971
298,973
299,977
300,978
301,978
302,981
303,982
304,985
305,985
306,986
307,990
308,993
309,994
310,997
311,998
312,999
313,1000
314,1002
315,1003
316,1004
317,1005
318,1007
319,1008
320,1009
321,1009
322,1010
323,1013
324,1014
325,1015
326,1018
327,1021
328,1025
329,1028
330,1029
331,1032
332,1035
333,1039
334,1043
335,1045
336,1047
337,1052
338,1052
339,1052
340,1052
341,1053
342,1053
343,1057
344,1057
345,1061
346,1063
347,1064
348,1068
349,1070
350,1070
351,1072
352,1072
353,1075
354,1076
355,1076
356,1078
357,1079
358,1079
359,1081
360,1084
361,1087
362,1088
363,1090
364,1090
365,1092
366,1096
367,1098
368,1099
369,1099
370,1100
371,1101
372,1103
373,1106
374,1107
375,1109
376,1112
377,1114
378,1116
379,1119
380,1121
381,1123
382,1127
383,1129
384,1130
385,1136
386,1137
387,1139
388,1139
389,1140
390,1142
391,1142
392,1144
393,1144
394,1144
395,1145
396,1145
397,1145
398,1145
399,1145
400,1148
401,1148
402,1150
403,1152
404,1153
405,1154
406,1155
407,1156
408,1156
409,1157
410,1158
411,1158
412,1159
413,1162
414,1164
415,1164
416,1167
417,1167
418,1169
419,1169
420,1170
421,1170
422,1171
423,1172
424,1172
425,1173
426,1173
427,1173
428,1173
429,1177
430,1178
431,1180
432,1182
433,1182
434,1183
435,1183
436,1184
437,1185
